System,Region,Coordinates,SecurityRating,Stations,AsteroidBelts,IceBelts
7G-H7D,Vale of the Silent,"16.5672293932289,0.214387527581208",-0.357807548,0,15,1
Q3-BAY,Vale of the Silent,"16.3634658389055,1.38251096405418",-0.809913517,0,15,0
JZV-F4,Vale of the Silent,"16.7068855427551,1.28443698943498",-0.852424459,1,10,1
WF-1LM,UUA-F4,"19.9571103672999,11.0578269589712",-0.001900498,0,15,0
D95-FQ,UUA-F4,"21.9676624815969,9.96532466300546",-0.000212492,0,4,0
ZSPJ-K,UUA-F4,"21.3647600746502,10.0596598053729",-0.000276012,0,7,0
U1F-86,UUA-F4,"20.8125682875255,10.5503131922376",-0.000552583,0,25,0
T-P7A6,UUA-F4,"20.4513156310343,11.4038119889834",-0.001351554,0,17,0
Y-T3JJ,UUA-F4,"20.9562898205663,11.5616623114305",-0.000881463,0,24,0
F3R-IA,UUA-F4,"19.617086575549,10.5871061636595",-0.001630992,0,7,0
74-YTJ,UUA-F4,"20.3703507890863,12.5037115761422",-0.004054235,0,4,0
8-RS3U,UUA-F4,"19.6099460376939,8.95499667163522",-0.000464035,0,8,0
OVFN-N,UUA-F4,"19.2564636636091,8.41554911878402",-0.000594331,0,10,0
1Q-BBM,UUA-F4,"19.4830642854025,8.86849360906368",-0.000488844,0,7,0
WXNC-N,UUA-F4,"19.0838445076755,8.59751880395416",-0.00055367,0,4,0
G-EA07,UUA-F4,"19.586031930479,7.76316909646975",-0.001056875,0,4,0
X-L6BO,UUA-F4,"19.5424132934623,7.49201478472064",-0.001317414,0,3,0
D-PHUA,UUA-F4,"18.9619550993398,9.50161713242619",-0.000938276,0,3,0
3-HXHQ,UUA-F4,"18.2933959394451,9.95369057418713",-0.002486261,0,17,0
18A-NB,UUA-F4,"18.5201510546659,9.84034023686611",-0.001639156,0,2,0
3-J5OQ,UUA-F4,"17.8574464589986,8.71227576690196",-0.000714749,0,16,0
GYF-GD,UUA-F4,"17.8492833219464,9.57896756445856",-0.002092033,0,4,0
W-6TS9,UUA-F4,"20.3522662329175,10.0905592213592",-0.000613001,0,2,0
VIG-VR,UUA-F4,"19.4311589166163,10.3608365991224",-0.001785269,0,5,0
KX-P5C,UUA-F4,"24.0402370754632,7.94344156124693",-0.001097605,0,10,0
N-FJBK,UUA-F4,"23.6790844718515,7.76778844918111",-0.001239115,0,7,0
2-4ZT5,UUA-F4,"24.1913433930754,7.33746179286721",-0.001436325,0,3,0
NVN-6F,UUA-F4,"23.750940088592,7.27812749849064",-0.001849141,0,6,0
09-8TH,UUA-F4,"23.3501886191157,7.06362003161267",-0.002014306,0,17,0
TI0-AX,UUA-F4,"23.9779909482971,6.92655127871237",-0.001734949,0,19,0
7O-POM,UUA-F4,"24.9510257039094,10.8661175683858",-0.00010385,0,8,0
L6Q-SX,UUA-F4,"23.9380624965198,10.2652839016403",-0.000158047,0,7,0
BFJ-TB,UUA-F4,"25.8398012296982,9.87314874987697",-0.000255321,0,15,0
ZZ7-L6,UUA-F4,"24.4394715668734,10.5822160796451",-0.000125282,0,7,0
L-CHVW,UUA-F4,"25.2816121558838,10.8091543798799",-0.000103804,0,6,0
X0LN-U,UUA-F4,"27.3089540245058,8.90398810023632",-0.000496235,0,16,0
RQAE-M,UUA-F4,"27.7895491552279,9.30758960511263",-0.000332796,0,8,0
7CO-SA,UUA-F4,"23.7261137346502,9.14938762628974",-0.00036486,0,7,0
4G-E5A,UUA-F4,"24.7501018854262,8.46053097615752",-0.000780339,0,2,0
A-VWK9,UUA-F4,"21.6106944421245,9.71752901790005",-0.000224296,0,17,0
JQHP-4,UUA-F4,"22.1893722837195,10.1911439896307",-0.000164898,0,10,0
6Q5K-5,UUA-F4,"21.2210488411692,9.60655346485509",-0.000252992,0,6,0
P-MVFP,UUA-F4,"23.0200847751069,9.91745672177275",-0.000172,0,13,0
J-Z1UW,UUA-F4,"26.4067449295953,8.10743851403124",-0.000938659,0,14,0
W477-P,UUA-F4,"25.756318880981,8.94789659633195",-0.000331897,0,4,0
NQ1-BL,UUA-F4,"25.3493302921604,8.28503162180101",-0.000770446,0,8,0
K7A-G8,UUA-F4,"26.8307454489632,7.87031174178215",-0.00066466,0,3,0
HP-PMX,UUA-F4,"25.1075378192118,8.85586340566575",-0.000459678,0,2,0
6BN-K9,UUA-F4,"27.0230853197563,8.03102313490709",-0.000409864,0,18,0
WLE-PY,UUA-F4,"26.8256221534795,8.09274177743225",-0.000818283,0,17,0
EH-HXW,UUA-F4,"26.2579957398885,9.10013880829882",-0.000340382,0,9,0
OS-RR3,UUA-F4,"26.841115634617,8.50544956482876",-0.00063534,0,6,0
V4-GZL,UUA-F4,"24.9309915881333,9.58453374101241",-0.000244307,0,7,0
4C-Z91,UUA-F4,"16.869216909513,9.31210522653904",-0.001620769,0,9,0
RU-97T,UUA-F4,"15.5127942714093,8.72716010263856",-1,0,6,0
1S-1V7,UUA-F4,"17.4086298852795,8.94821220427944",-0.000898322,0,14,0
PE1-R1,UUA-F4,"15.8447329084626,9.19823991119863",-0.002210722,0,5,0
Polaris,UUA-F4,"15.4668346914831,8.14995289105988",-0.000633367,3,6,0
JB-007,UUA-F4,"17.0076665391406,9.42718588999408",-0.001170501,0,9,0
USJ2-M,UUA-F4,"28.3834806453367,9.77683167791006",-0.000198119,0,5,0
7M-RAL,UUA-F4,"29.3083605433864,9.17721409493552",-0.000265716,0,3,0
LPBU-U,UUA-F4,"29.7152284802079,9.57609840131351",-0.000174742,0,7,0
RF-342,UUA-F4,"30.614968623399,9.34522272637387",-0.000156724,0,11,0
J2V-XY,UUA-F4,"29.5806044014711,8.97808239991414",-0.000297674,0,6,0
Z-JBTR,UUA-F4,"30.7549013896645,9.80469787345128",-9.03E-05,0,4,0
S-QNXH,UUA-F4,"30.7502195039073,9.30301439338935",-0.00012807,0,15,0
S94-X8,UUA-F4,"31.1709418203649,8.43871945060286",-0.000203587,0,0,0
J-YQEC,UUA-F4,"30.2181000880796,8.27451944937213",-0.000330875,0,13,0
8MX-OR,UUA-F4,"30.4317659337437,7.68697368650618",-0.000437273,0,8,0
97YC-C,UUA-F4,"30.5213927057673,7.75869540896968",-0.000497762,0,9,0
V-AMD5,UUA-F4,"31.0061988853387,7.37237288750747",-0.000506137,0,4,0
U-JC8X,UUA-F4,"31.2477971377793,8.10212467669176",-0.000210001,0,7,0
1HH3-E,UUA-F4,"31.6078785872057,9.79336688595894",-7.09E-05,0,9,0
DUIU-Q,UUA-F4,"32.1300250861179,10.0402142358782",-4.96E-05,0,16,0
LQH0-H,UUA-F4,"32.651041576266,10.2446222484054",-3.08E-05,0,8,0
FRW3-2,UUA-F4,"32.6213435303985,10.1931810954653",-3.74E-05,0,22,0
9MX-1C,UUA-F4,"33.6012848768635,9.59449341564993",-4.25E-05,0,11,0
IED-4U,UUA-F4,"32.6599315679694,9.76216216158499",-5.46E-05,0,14,0
N-9EOQ,UUA-F4,"33.4872422618219,10.0369764956123",-3.14E-05,0,2,0
6F3-TK,UUA-F4,"31.4780835307194,9.63543416706457",-9.38E-05,0,16,0
2E0P-2,UUA-F4,"31.2104833029944,10.4335441366366",-5.32E-05,0,7,0
U-ITH5,UUA-F4,"31.7677836719504,10.3913519886481",-4.56E-05,0,10,0
N-4G5L,UUA-F4,"31.716862646717,9.79804950740342",-7.74E-05,0,14,0
RB-2EA,UUA-F4,"30.1451968589298,11.0390486538615",-4.25E-05,0,18,0
ZK5-42,UUA-F4,"31.5168628460493,9.25816275188747",-0.000125112,0,8,0
YRZ-E4,UUA-F4,"34.8062980957822,10.3433597170109",-1.27E-05,0,10,0
A3-PAT,UUA-F4,"35.2613885731155,9.88983256588613",-1.51E-05,0,4,0
H55-2R,UUA-F4,"35.792601627745,9.66969123962855",-1.37E-05,0,6,0
P6-DBM,UUA-F4,"35.8363100180198,9.26371274341443",-1.88E-05,0,6,0
9XI-0X,UUA-F4,"35.187381819634,10.3332506987567",-1.07E-05,0,28,0
Q8T-MC,UUA-F4,"36.6830427395293,9.7472439844818",-7.73E-06,0,8,0
Z-YOJ9,UUA-F4,"26.1378322435325,7.61166918852446",-0.001513371,0,10,0
4T4B-L,UUA-F4,"26.2173419048038,7.32218386682844",-0.001953598,0,4,0
F-JB3H,UUA-F4,"26.5321553161523,6.36183890494182",-0.003766088,0,3,0
XBO7-F,UUA-F4,"26.5013743451035,6.20781266204205",-0.004240034,0,7,0
FI-449,UUA-F4,"26.9018182991303,6.07548796010123",-0.004284387,0,14,0
UA7-U4,UUA-F4,"25.1514786853613,5.86649627547828",-0.005920803,0,12,0
VM-QFU,UUA-F4,"37.2106774326099,9.96006526621383",-4.64E-06,0,8,0
PU-1Z8,UUA-F4,"36.7656393260446,10.1783394293731",-4.95E-06,0,8,0
IEZW-V,UUA-F4,"37.4493094117748,10.2121830481718",-3.21E-06,0,11,0
B-DXO9,UUA-F4,"37.259544431202,10.9729012004808",-1.82E-06,0,19,0
1TS-WN,UUA-F4,"36.56739339304,12.0498026056186",-9.84E-07,0,19,0
16-31U,UUA-F4,"36.3861799898875,12.1880918563826",-9.71E-07,0,8,0
H472-N,UUA-F4,"35.9673910479177,12.0727139770687",-1.34E-06,0,15,0
U8MM-3,UUA-F4,"37.5410520077365,9.01091519048079",-8.47E-06,0,14,0
3C-26I,UUA-F4,"38.1416693839429,8.51265778554048",-8.51E-06,0,4,0
9K-VDI,UUA-F4,"38.4213142115952,8.86842077648889",-5.35E-06,0,15,0
L-SDU7,UUA-F4,"38.3648461375221,7.37281429723396",-1.66E-05,0,3,0
4-IPWK,UUA-F4,"38.6137835623875,8.06051886798467",-8.58E-06,0,23,0
Q-KCK3,UUA-F4,"37.7919022083406,7.94113519548387",-1.65E-05,0,4,0
WU-FHQ,Detorid,"-15.3664963769896,10.736087093461",-0.260691157,0,7,0
V-4DBR,Detorid,"-15.9788125818751,10.3621740705798",-0.322564836,0,7,0
B-5UFY,Detorid,"-16.7522742327395,9.91547847054785",-0.401422246,0,4,0
SK42-F,Detorid,"-15.5374322905263,9.34757470449951",-0.315869236,0,8,0
EU9-J3,Detorid,"-16.0534299520703,8.94085978973094",-0.251019771,0,23,0
PQRE-W,Detorid,"-17.4250856395992,9.04142395888298",-0.620413296,0,10,1
OEG-K9,Detorid,"-17.5832765832059,8.38719810824633",-0.798486801,0,14,0
0-W778,Detorid,"-18.7457820464354,12.8760230174482",-0.217465891,1,7,0
DG-8VJ,Detorid,"-18.3281937389279,13.8019240432896",-0.352586539,1,17,1
5J4K-9,Detorid,"-18.7640961356682,13.2279972416522",-0.201572463,0,10,0
MD-0AW,Detorid,"-19.1670958519852,12.1180695613429",-0.199543236,0,23,0
H-FGJO,Detorid,"-20.0968400851189,12.8203450669136",-0.205112841,0,13,0
1KAW-T,Detorid,"-17.9578877691207,14.61402670096",-0.402475427,0,3,0
C5-SUU,Detorid,"-19.7848384536803,7.70878594777895",-0.509026273,0,13,0
XSUD-1,Detorid,"-20.0807698286342,6.78836649492061",-0.337033271,0,16,0
3-LJW3,Detorid,"-19.4346813661504,7.06328750295102",-0.61526912,0,7,0
ZLO3-V,Detorid,"-19.5120781462326,7.8022000151725",-0.585748699,0,35,0
P7MI-T,Detorid,"-20.580925295383,7.13358641476084",-0.404885227,0,9,0
JFV-ID,Detorid,"-21.1963593242534,6.79573950858866",-0.355765191,0,8,0
3-3EZB,Detorid,"-19.7443891384165,8.18454396369086",-0.507581633,0,8,0
52CW-6,Detorid,"-19.8867467154133,8.71100229986495",-0.458595084,0,6,0
9-OUGJ,Detorid,"-17.9053953253967,12.9323130561328",-0.360651854,0,12,0
4NDT-W,Detorid,"-17.358797670787,13.7172557737935",-0.333606508,0,16,0
GR-X26,Detorid,"-17.2306034602812,11.2576435747482",-0.323718334,0,6,0
6OU9-U,Detorid,"-16.1600907251353,11.5146764539327",-0.315986306,0,40,0
9N-0HF,Detorid,"-15.2956854299094,11.4299890566606",-0.262374268,0,5,0
U-OVFR,Detorid,"-17.6536269927837,11.9091827115666",-0.309951766,0,21,0
G3D-ZT,Detorid,"-18.1961136515471,10.9332243522306",-0.335145888,0,8,1
D-0UI0,Detorid,"-17.8656610938806,11.6567765419043",-0.323092028,0,13,0
L8-WNE,Detorid,"-18.916163255119,10.0936998514945",-0.4376931,0,20,0
1-GBVE,Detorid,"-19.3600713527659,9.68837390598215",-0.437497779,0,3,0
GC-LTF,Detorid,"-19.0241100018116,10.8905297328751",-0.264346971,0,5,0
NB-ALM,Detorid,"-18.0925000769231,10.2144695505334",-0.458769285,0,2,1
LT-XI4,Detorid,"-20.3594626826949,13.551034116037",-0.244602257,0,3,0
L-QQ6P,Detorid,"-20.6221676767491,14.6902625734754",-0.35182024,0,16,0
5OJ-G2,Detorid,"-21.1418290389768,14.8860925237797",-0.469136685,0,16,1
9-02G0,Detorid,"-21.1076094862156,15.6853604581695",-0.474947275,0,10,0
XA5-TY,Detorid,"-21.4521930403501,15.2550507225698",-0.530378249,0,6,0
M-XUZZ,Detorid,"-21.991713425807,15.6151924979494",-0.459449144,0,6,0
OFVH-Y,Detorid,"-20.2506934425643,6.50360278587726",-0.300379183,0,11,0
2-X0PF,Detorid,"-20.2180556079461,6.45980390653373",-0.377708778,0,13,0
1-PGSG,Detorid,"-19.6478749034395,6.22536679085182",-0.496552751,0,19,0
QLPX-J,Detorid,"-20.3951124029205,6.18800219386272",-0.278877621,0,7,0
A-C5TC,Detorid,"-21.0996435121427,6.43536010767788",-0.241472132,0,9,0
RZ-PIY,Detorid,"-21.1774875873877,6.99115011969131",-0.230584536,0,17,0
FR46-E,Detorid,"-21.5260129303195,6.58106651306711",-0.269145161,0,5,1
SLVP-D,Detorid,"-21.9801543766252,16.0612899877966",-0.572054724,0,9,0
0-G8NO,Detorid,"-22.4079436627376,16.2493275852312",-0.686597772,1,6,1
QRFJ-Q,Detorid,"-21.3466490338948,17.3267998802799",-0.527330358,0,2,0
HZFJ-M,Detorid,"-22.136703276074,16.5267874348068",-0.714062664,0,27,0
77S8-E,Detorid,"-23.0715045932403,16.4382480020879",-0.819773527,0,10,0
FMH-OV,Detorid,"-24.2604813973185,17.6653523062964",-0.901114926,0,22,0
TYB-69,Detorid,"-20.2847658587397,9.4817389814211",-0.33689609,0,2,0
EDQG-L,Detorid,"-20.9629683496063,10.3760806837637",-0.214220162,0,12,0
7-P1JO,Detorid,"-20.6417986382889,10.4133621485874",-0.248770635,0,10,0
T-0JWP,Detorid,"-20.5040802774358,10.7235635640662",-0.23809613,0,21,0
J-L9MA,Detorid,"-20.7485962483798,9.93276628217808",-0.238462592,0,5,0
DX-TAR,Detorid,"-21.1238813198031,10.7426133361662",-0.235247953,0,10,0
A-7XFN,Detorid,"-20.8976161693896,11.7621145571642",-0.23200076,0,12,0
O3-4MN,Detorid,"-20.7262226610996,12.4247360206661",-0.252721452,0,13,1
U-MFTL,Detorid,"-21.1578683967822,12.8006626075442",-0.309552944,0,9,0
8FN-GP,Detorid,"-20.2112490700963,18.9905290217871",-0.511651894,0,11,0
FIDY-8,Detorid,"-20.2802929069269,19.8448584044998",-0.515208755,0,5,0
X40H-9,Detorid,"-20.111260940635,20.6511064979118",-0.622517256,0,15,0
F2W-C6,Detorid,"-19.9168699859805,21.2570310900565",-0.709615889,0,3,0
KZ9T-C,Detorid,"-19.2599463863095,22.808449414123",-0.771669522,0,11,1
XW2H-V,Detorid,"-18.6771604915863,22.5445820411584",-0.865576774,0,5,0
F9O-U9,Detorid,"-20.5722545371222,7.13459062186932",-0.169433289,0,5,0
S-51XG,Detorid,"-20.4608942219294,7.5719437851936",-0.142649884,0,7,0
E-1XVP,Detorid,"-20.5074085067396,8.19726980587572",-0.2103908,0,4,0
E-ACV6,Detorid,"-21.4437518151532,8.42126096054916",-0.155870006,0,8,0
BOZ1-O,Detorid,"-21.2339571327118,8.86923738445976",-0.152750742,0,3,0
QIMO-2,Detorid,"-20.187689562037,6.68845266943947",-0.154502756,0,7,0
Z-2Y2Y,Detorid,"-21.8318009842824,7.49003579780849",-0.15247329,0,8,1
Q0J-RH,Detorid,"-20.9403990706904,9.67387359670605",-0.13517241,0,8,0
SAI-T9,Detorid,"-21.8108693354317,6.33556399144685",-0.306623712,0,11,0
IAS-I5,Detorid,"-22.393007829233,6.96795845306569",-0.393201257,0,2,0
K7S-FF,Detorid,"-22.0614811745705,7.12515254640557",-0.336389221,0,18,0
RT-9WL,Detorid,"-22.8239193534229,7.06476475415256",-0.500871142,0,9,0
O5Q7-U,Detorid,"-23.5486052303894,7.2282908698747",-0.602105232,0,27,1
62O-UE,Detorid,"-23.6959021821377,7.36836194454068",-0.563763362,0,17,0
U0W-DR,Detorid,"-21.7906336425528,6.15533529978327",-0.24420846,0,6,0
SY-UWN,Detorid,"-21.7195166514284,5.98227399843595",-0.179212828,0,7,1
DX-DFJ,Detorid,"-22.1032400053305,5.76093350912149",-0.273560661,0,4,0
X-31TE,Detorid,"-21.7114153117348,6.66889233344363",-0.201281909,0,7,0
DVWV-3,Detorid,"-22.2859939283868,5.46308126620871",-0.362885306,0,8,0
KE-0FB,Detorid,"-22.1663895510382,5.29670732211745",-0.2485389,0,8,0
I-9GI1,Detorid,"-22.1004238112971,4.94829122809403",-0.201411598,0,14,0
W6P-7U,Detorid,"-20.746418627083,12.959436211996",-0.322790101,0,5,0
0IF-26,Detorid,"-21.0393366450242,13.7149898705822",-0.396335905,0,4,1
H-93YV,Detorid,"-20.1742721779731,12.8250681508791",-0.32753231,0,13,3
E51-JE,Detorid,"-19.8991812272064,12.4232013861986",-0.280102788,0,6,0
7-A6XV,Detorid,"-20.5444118834495,13.8676779063682",-0.452058745,0,20,0
QXE-1N,Detorid,"-19.7880519164213,12.7274945325893",-0.347631314,0,11,1
U69-YC,Detorid,"-20.2608973638873,14.5930332547199",-0.516499197,0,15,0
L-L7PE,Detorid,"-20.4982669114474,14.9586102550945",-0.559377824,0,11,0
MKIG-5,Wicked Creek,"-15.6312156707279,12.3649250037602",-0.221997171,0,5,0
YHEN-G,Wicked Creek,"-15.3937107575163,12.130585733927",-0.199527393,0,7,0
E-JCUS,Wicked Creek,"-15.7289305401363,11.7074128577769",-0.215626933,0,17,0
W-QN5X,Wicked Creek,"-16.1912086389384,11.3906932921528",-0.272210923,0,9,0
LP1M-Q,Wicked Creek,"-16.2613280441086,11.4781520067521",-0.243382846,0,3,1
30-YOU,Wicked Creek,"-15.9930480452844,13.2248720608256",-0.266421094,0,5,0
384-IN,Wicked Creek,"-15.0909816728979,11.9822110067774",-0.204379246,0,5,0
4F89-U,Wicked Creek,"-15.5762940021492,11.0669678185761",-0.245349341,0,6,0
G063-U,Wicked Creek,"-16.4329378431538,11.1451333872357",-0.295999116,0,4,0
J7-BDX,Wicked Creek,"-16.0610707543233,13.3475839626302",-0.411093325,0,8,0
MLQ-O9,Wicked Creek,"-14.5053413286512,13.2008417157351",-0.196436932,0,11,0
L-FM3P,Wicked Creek,"-14.8888351494893,13.5375755337339",-0.170869004,0,12,0
X-ARMF,Wicked Creek,"-15.4240429619971,14.4144153407221",-0.089626032,0,19,0
8-OZU1,Wicked Creek,"-14.2018883320999,13.450232321323",-0.180334121,0,4,0
0TYR-T,Wicked Creek,"-14.2755022308739,13.9145865171678",-0.155502025,0,11,0
GM-50Y,Wicked Creek,"-15.5824707954785,13.0597642269297",-0.166766803,0,23,0
G9L-LP,Wicked Creek,"-15.7547647796229,13.5344812515867",-0.147849329,0,5,0
MWA-5Q,Wicked Creek,"-16.7652163657104,9.87371375432071",-0.307661718,0,6,1
H-HHTH,Wicked Creek,"-17.3097879497017,9.84978272642249",-0.421542263,0,2,0
JQU-KY,Wicked Creek,"-17.7773011677705,10.1637581949933",-0.267341359,0,5,0
UY5A-D,Wicked Creek,"-17.7993819532537,10.2145548897297",-0.404797708,0,24,0
C-62I5,Wicked Creek,"-18.5760143972764,11.71879240035",-0.117561281,0,4,0
ZH-GKG,Wicked Creek,"-17.7086619565199,11.584768638829",-0.125267894,0,6,0
GPLB-C,Wicked Creek,"-14.4551103740459,11.1875499184774",-0.25469716,0,18,0
GGE-5Q,Wicked Creek,"-14.0711648439215,9.76499748336345",-0.486731395,0,5,0
5E-CMA,Wicked Creek,"-13.8076167573097,9.98646892423679",-0.42042568,0,2,2
U104-3,Wicked Creek,"-14.9950500987352,10.3107711731606",-0.266764412,0,20,1
M3-KAQ,Wicked Creek,"-15.0783867822411,9.76188260209669",-0.315804721,0,10,0
6-L4YC,Wicked Creek,"-14.8664748045179,11.1561075685415",-0.241496077,0,15,0
UM-SCG,Wicked Creek,"-16.3070271922915,9.70039128557373",-0.305072554,0,22,0
F-3FOY,Wicked Creek,"-15.8303238238808,8.81700316538646",-0.412803767,0,5,0
OAIG-0,Wicked Creek,"-15.9815772780788,9.11791290630001",-0.347397282,0,9,0
UZ-QXW,Wicked Creek,"-14.6324393716978,9.13556046683496",-0.484818472,0,10,1
5DE-QS,Wicked Creek,"-15.4844454679025,8.92809863474328",-0.373028377,0,15,0
R0-DMM,Wicked Creek,"-14.4127880102166,8.51246945071561",-0.468580007,0,21,0
5Q65-4,Wicked Creek,"-13.6354198833267,8.68760832048015",-0.620507775,0,36,0
SR-4EK,Wicked Creek,"-14.4882896712393,7.14155459586468",-0.338157605,0,6,0
0RI-OV,Wicked Creek,"-14.4610385065662,6.81356289735782",-0.294006417,0,6,0
C-LTXS,Wicked Creek,"-14.5842418444908,7.5497931098229",-0.287823988,0,3,0
C0O6-K,Wicked Creek,"-14.784228403004,6.63560194812358",-0.296787709,0,9,0
HD-AJ7,Wicked Creek,"-14.9460050648779,7.38786710433228",-0.313302402,0,10,0
G9NE-B,Wicked Creek,"-14.5576645653571,6.90026459428314",-0.329905346,0,10,0
SJJ-4F,Wicked Creek,"-14.4823085695456,7.01741546931376",-0.246615018,0,6,0
F-QQ5N,Wicked Creek,"-17.8179344037357,5.75755341420607",-0.650523366,0,6,0
1-7B6D,Wicked Creek,"-18.0776539967383,6.17680657202188",-0.692394411,0,6,0
H6-EYX,Wicked Creek,"-18.6616625963561,6.20216408901003",-0.726284244,0,18,0
U-HVIX,Wicked Creek,"-18.4203909868632,5.36343743631249",-0.66192129,0,3,0
4-EFLU,Wicked Creek,"-17.7002722291219,4.8166937486479",-0.522806,1,4,0
EIH-IU,Wicked Creek,"-18.9050353161039,5.07169430393413",-0.600941988,0,8,0
F-EM4Q,Wicked Creek,"-16.4234799042578,6.50421193127822",-0.429629201,1,10,0
1L-OEK,Wicked Creek,"-17.5572952071644,6.43151837176005",-0.66466043,0,10,0
MN-Q26,Wicked Creek,"-17.1001095051668,6.75224373060196",-0.510912223,0,7,0
5H-SM2,Wicked Creek,"-18.102723126022,6.7607040835439",-0.71086046,0,20,0
4-OS2A,Wicked Creek,"-17.622797466685,6.63749706718307",-0.595195923,0,7,0
YI-GV6,Wicked Creek,"-17.1237926079124,7.3048982622291",-0.640814171,0,2,0
SO-X5L,Wicked Creek,"-17.612434637842,7.22940690079702",-0.703324859,0,30,0
XQS-GZ,Wicked Creek,"-17.3578030275511,7.66480682613943",-0.551312386,0,5,0
Q-GQHN,Wicked Creek,"-17.1476390323016,7.229204588007",-0.528575847,1,7,0
A-4JOO,Wicked Creek,"-15.6030669729494,12.1842788120823",-0.196028964,0,1,0
TP7-KE,Wicked Creek,"-15.2949512184167,11.0574591175685",-0.326929177,0,7,0
R4N-LD,Wicked Creek,"-15.5273961049086,11.2224595417431",-0.261494638,0,5,0
3Q-VZA,Wicked Creek,"-15.2592088021223,11.9199273597776",-0.249901646,0,3,0
M-MBRT,Wicked Creek,"-16.0452241454045,10.8168672790204",-0.239291487,0,11,1
HPBE-D,Wicked Creek,"-15.6525004473598,10.6667673755784",-0.291604855,0,3,0
GRHS-B,Wicked Creek,"-15.794034059544,8.8217505269077",-0.458118922,0,16,1
J-RXYN,Wicked Creek,"-16.1062402108344,9.57284153327171",-0.458729144,0,1,1
DUO-51,Wicked Creek,"-16.5160567645609,9.87043555147212",-0.473003121,0,8,0
07-SLO,Wicked Creek,"-16.761963176074,10.566295166777",-0.397503005,0,14,0
Z-A8FS,Wicked Creek,"-16.7381505931132,9.80213622572485",-0.542355633,0,8,0
GPD5-0,Wicked Creek,"-16.7912006844701,11.0336752262252",-0.305684214,0,11,0
LKZ-CY,Wicked Creek,"-17.7005429604249,8.2303350721936",-0.449541181,0,17,0
F5M-CC,Wicked Creek,"-18.4556875793384,8.78877354253512",-0.386747266,0,16,0
TZE-UB,Wicked Creek,"-18.5255053545572,9.15354497015506",-0.323929514,0,4,0
WRL4-2,Wicked Creek,"-17.5909100285864,7.18144847055727",-0.409574312,0,7,0
V7G-RL,Wicked Creek,"-18.0184535966388,7.47990103065488",-0.441294041,0,5,0
XEN7-0,Wicked Creek,"-18.5208720238498,9.48939744004458",-0.186493249,0,7,0
L-Z9KJ,Wicked Creek,"-14.0358608946354,7.63690678916989",-0.346744375,0,28,0
7K-NSE,Wicked Creek,"-14.227877064983,8.07159163076464",-0.286259819,0,1,0
OR-7N5,Wicked Creek,"-14.1347690416645,8.575262925924",-0.298068947,0,7,0
JEQG-7,Wicked Creek,"-14.455687149393,8.87231033176933",-0.28620941,0,12,1
5NQI-E,Wicked Creek,"-14.506483108473,8.98805678820406",-0.249720976,0,12,1
B-WQDP,Wicked Creek,"-13.9617849870154,9.09261130120336",-0.342152528,0,11,0
2-2EWC,Cache,"-10.9683458521898,21.1902825837728",-0.107095118,0,18,0
